Date,SPY,TLT,IEF,HYG,GLD
2021-01-31,345.45159912109375,129.9763946533203,104.22298431396484,66.50310516357422,172.61000061035156
2021-02-28,355.0570068359375,122.52491760253906,101.75989532470703,66.34037017822266,161.80999755859375
2021-03-31,371.1764221191406,116.09818267822266,99.33218383789062,67.14681243896484,159.9600067138672
2021-04-30,390.8155212402344,118.99497985839844,100.32674407958984,67.574951171875,165.66000366210938
2021-05-31,393.38165283203125,118.99752044677734,100.75300598144531,67.60128784179688,178.3800048828125
2021-06-30,402.2041015625,124.25614929199219,101.78327178955078,68.49679565429688,165.6300048828125
2021-07-31,412.02294921875,128.87429809570312,103.80902099609375,68.56863403320312,169.82000732421875
2021-08-31,424.2848205566406,128.4358367919922,103.3995590209961,68.98605346679688,169.69000244140625
2021-09-30,404.5107727050781,124.70226287841797,101.74818420410156,68.730712890625,164.22000122070312
2021-10-31,432.8926696777344,127.77618408203125,101.29747009277344,68.51712036132812,166.64999389648438
2021-11-30,429.41436767578125,131.31756591796875,102.40379333496094,67.71614837646484,165.5
2021-12-31,449.2738037109375,128.67303466796875,101.86713409423828,69.26287841796875,170.9600067138672
2022-01-31,425.5785827636719,123.63692474365234,99.71465301513672,67.42403411865234,168.08999633789062
2022-02-28,413.01678466796875,121.61791229248047,99.41140747070312,66.84480285644531,178.3800048828125
2022-03-31,428.542236328125,114.99655151367188,95.37442016601562,65.98446655273438,180.64999389648438
2022-04-30,390.929443359375,104.1594467163086,91.34172058105469,63.226112365722656,176.91000366210938
2022-05-31,391.8118896484375,101.81241607666016,91.90657806396484,64.25663757324219,171.13999938964844
2022-06-30,359.5029296875,100.51473999023438,91.11302185058594,59.726627349853516,168.4600067138672
2022-07-31,392.608642578125,102.95829010009766,93.811279296875,63.727622985839844,164.10000610351562
2022-08-31,376.5894470214844,98.27046203613281,90.19596099853516,60.98169708251953,159.27000427246094
2022-09-30,341.7752990722656,90.17779541015625,85.92516326904297,58.700782775878906,154.6699981689453
2022-10-31,369.55328369140625,84.79920959472656,84.67582702636719,60.67647933959961,151.91000366210938
2022-11-30,390.0973205566406,90.86326599121094,87.7345199584961,62.75849151611328,164.80999755859375
2022-12-31,367.61669921875,88.48261260986328,86.4289779663086,61.65583801269531,169.63999938964844
2023-01-31,390.73516845703125,95.24591827392578,89.52413177490234,63.916770935058594,179.41000366210938
2023-02-28,380.9110412597656,90.6259536743164,86.59600067138672,62.711822509765625,169.77999877929688
2023-03-31,395.03436279296875,95.01164245605469,89.8182601928711,63.95626449584961,183.22000122070312
2023-04-30,401.344970703125,95.33311462402344,90.55010986328125,64.08551788330078,184.8000030517578
2023-05-31,403.1976623535156,92.45854949951172,89.24768829345703,63.29634094238281,182.32000732421875
2023-06-30,429.3248291015625,92.65929412841797,88.12738800048828,64.42312622070312,178.27000427246094
2023-07-31,443.3780212402344,90.3017807006836,87.55309295654297,65.14183044433594,182.35000610351562
2023-08-31,436.1722412109375,87.46444702148438,86.91316223144531,65.2614974975586,180.02000427246094
2023-09-30,415.48260498046875,80.51004791259766,84.18512725830078,64.20845794677734,171.4499969482422
2023-10-31,406.4631042480469,76.11161041259766,82.56226348876953,63.53865051269531,184.08999633789062
2023-11-30,443.59100341796875,83.66482543945312,86.32250213623047,66.64420318603516,188.75
2023-12-31,463.8432922363281,90.93177032470703,89.5788345336914,68.77184295654297,191.1699981689453
2024-01-31,471.23065185546875,88.89021301269531,89.6438980102539,68.85184478759766,188.4499969482422
2024-02-29,495.82275390625,86.88824462890625,87.77693176269531,69.06080627441406,189.30999755859375
2024-03-31,512.037109375,87.56844329833984,88.42050170898438,69.8134765625,205.72000122070312
2024-04-30,491.3919372558594,81.91551208496094,85.65316772460938,68.8701171875,211.8699951171875
2024-05-31,516.2463989257812,84.28038024902344,87.19503021240234,69.99539947509766,215.3000030517578
2024-06-30,534.4595947265625,85.81188201904297,88.25619506835938,70.3309326171875,215.00999450683594
2024-07-31,540.9314575195312,88.92681884765625,90.81318664550781,71.98529815673828,226.5500030517578
2024-08-31,553.5706787109375,90.80425262451172,92.03530883789062,73.09916687011719,231.2899932861328
2024-09-30,565.1981811523438,92.61981964111328,93.30769348144531,74.33972930908203,243.05999755859375
2024-10-31,560.1546020507812,87.5675048828125,90.14701080322266,73.62339782714844,253.50999450683594
2024-11-30,593.55859375,89.30768585205078,91.0673599243164,74.83419036865234,245.58999633789062
2024-12-31,581.392578125,84.05892181396484,89.17437744140625,74.25970458984375,240.6300048828125
